date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:13:09	220659/220659	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-35df3%22	https://technext.github.io/clark/images/project-2.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/project-2.jpg	(from https://technext.github.io/clark/index.html)
14:13:10	94638/94638	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-171ae%22	https://technext.github.io/clark/images/project-3.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/project-3.jpg	(from https://technext.github.io/clark/index.html)
14:13:10	22476/22476	---M-Z	200	added ('OK')	text/html	etag:W/%225ddd06cc-57cc%22	https://technext.github.io/clark/single.html	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/single.html	(from https://technext.github.io/clark/index.html)
14:13:10	5496227/5496227	---M--	200	added ('OK')	image/png	etag:%225ddd06cc-53dda3%22	https://technext.github.io/clark/images/bg_2.png	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/bg_2.png	(from https://technext.github.io/clark/index.html)
14:13:10	153691/153691	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-2585b%22	https://technext.github.io/clark/images/image_1.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/image_1.jpg	(from https://technext.github.io/clark/index.html)
14:13:10	76443/76443	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-12a9b%22	https://technext.github.io/clark/images/image_2.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/image_2.jpg	(from https://technext.github.io/clark/index.html)
14:13:10	67519/67519	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-107bf%22	https://technext.github.io/clark/images/image_3.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/image_3.jpg	(from https://technext.github.io/clark/index.html)
14:13:10	153856/153856	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-25900%22	https://technext.github.io/clark/images/bg_1.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/bg_1.jpg	(from https://technext.github.io/clark/index.html)
14:13:11	174055/174055	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-2a7e7%22	https://technext.github.io/clark/images/about.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/about.jpg	(from https://technext.github.io/clark/index.html)
14:13:11	268038/268038	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-41706%22	https://technext.github.io/clark/js/jquery.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery.min.js	(from https://technext.github.io/clark/index.html)
14:13:11	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-2c9d%22	https://technext.github.io/clark/js/jquery-migrate-3.0.1.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery-migrate-3.0.1.min.js	(from https://technext.github.io/clark/index.html)
14:13:11	19032/19032	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-4a58%22	https://technext.github.io/clark/js/popper.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/popper.min.js	(from https://technext.github.io/clark/index.html)
14:13:12	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-e2d8%22	https://technext.github.io/clark/js/bootstrap.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/bootstrap.min.js	(from https://technext.github.io/clark/index.html)
14:13:12	8111/8111	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-1faf%22	https://technext.github.io/clark/js/jquery.easing.1.3.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery.easing.1.3.js	(from https://technext.github.io/clark/index.html)
14:13:12	8835/8835	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-2283%22	https://technext.github.io/clark/js/jquery.waypoints.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery.waypoints.min.js	(from https://technext.github.io/clark/index.html)
14:13:12	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-3135%22	https://technext.github.io/clark/js/jquery.stellar.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery.stellar.min.js	(from https://technext.github.io/clark/index.html)
14:13:13	43237/43237	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-a8e5%22	https://technext.github.io/clark/js/owl.carousel.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/owl.carousel.min.js	(from https://technext.github.io/clark/index.html)
14:13:13	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-4ef8%22	https://technext.github.io/clark/js/jquery.magnific-popup.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery.magnific-popup.min.js	(from https://technext.github.io/clark/index.html)
14:13:13	14244/14244	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-37a4%22	https://technext.github.io/clark/js/aos.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/aos.js	(from https://technext.github.io/clark/index.html)
14:13:14	1391/1391	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-56f%22	https://technext.github.io/clark/js/jquery.animateNumber.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/jquery.animateNumber.min.js	(from https://technext.github.io/clark/index.html)
14:13:14	7447/7447	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-1d17%22	https://technext.github.io/clark/js/scrollax.min.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/scrollax.min.js	(from https://technext.github.io/clark/index.html)
14:13:14	5765/5765	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ddd06cc-1685%22	https://technext.github.io/clark/js/main.js	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/js/main.js	(from https://technext.github.io/clark/index.html)
14:13:15	28196/28196	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ddd06cc-6e24%22	https://technext.github.io/clark/fonts/open-iconic/open-iconic.eot	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/open-iconic/open-iconic.eot	(from https://technext.github.io/clark/css/open-iconic-bootstrap.min.css)
14:13:15	28196/28196	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ddd06cc-6e24%22	https://technext.github.io/clark/fonts/open-iconic/open-iconic.eot?	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/open-iconic/open-iconicd41d.eot	(from https://technext.github.io/clark/css/open-iconic-bootstrap.min.css)
14:13:15	14984/14984	---M--	200	added ('OK')	font/woff	etag:%225ddd06cc-3a88%22	https://technext.github.io/clark/fonts/open-iconic/open-iconic.woff	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/open-iconic/open-iconic.woff	(from https://technext.github.io/clark/css/open-iconic-bootstrap.min.css)
14:13:16	28028/28028	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ddd06cc-6d7c%22	https://technext.github.io/clark/fonts/open-iconic/open-iconic.ttf	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/open-iconic/open-iconic.ttf	(from https://technext.github.io/clark/css/open-iconic-bootstrap.min.css)
14:13:16	20996/20996	---M-Z	200	added ('OK')	font/otf	etag:W/%225ddd06cc-5204%22	https://technext.github.io/clark/fonts/open-iconic/open-iconic.otf	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/open-iconic/open-iconic.otf	(from https://technext.github.io/clark/css/open-iconic-bootstrap.min.css)
14:13:16	54789/54789	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ddd06cc-d605%22	https://technext.github.io/clark/fonts/open-iconic/open-iconic.svg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/open-iconic/open-iconic.svg	(from https://technext.github.io/clark/css/open-iconic-bootstrap.min.css)
14:13:17	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://technext.github.io/clark/css/owl.video.play.png	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/css/owl.video.play.png	(from https://technext.github.io/clark/css/owl.carousel.min.css)
14:13:18	112826/112826	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ddd06cc-1b8ba%22	https://technext.github.io/clark/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/ionicons/fonts/ionicons580c.eot	(from https://technext.github.io/clark/css/ionicons.min.css)
14:13:18	50592/50592	---M--	200	added ('OK')	font/woff2	etag:%225ddd06cc-c5a0%22	https://technext.github.io/clark/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/ionicons/fonts/ionicons580c.woff2	(from https://technext.github.io/clark/css/ionicons.min.css)
14:13:18	66024/66024	---M--	200	added ('OK')	font/woff	etag:%225ddd06cc-101e8%22	https://technext.github.io/clark/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/ionicons/fonts/ionicons580c.woff	(from https://technext.github.io/clark/css/ionicons.min.css)
14:13:19	112648/112648	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ddd06cc-1b808%22	https://technext.github.io/clark/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/ionicons/fonts/ionicons580c.ttf	(from https://technext.github.io/clark/css/ionicons.min.css)
14:13:20	313199/313199	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ddd06cc-4c76f%22	https://technext.github.io/clark/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/ionicons/fonts/ionicons580c.svg	(from https://technext.github.io/clark/css/ionicons.min.css)
14:13:20	6590/6590	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ddd06cc-19be%22	https://technext.github.io/clark/fonts/flaticon/font/Flaticon.eot	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/flaticon/font/Flaticon.eot	(from https://technext.github.io/clark/css/flaticon.css)
14:13:20	6590/6590	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ddd06cc-19be%22	https://technext.github.io/clark/fonts/flaticon/font/Flaticon.eot?	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/flaticon/font/Flaticond41d.eot	(from https://technext.github.io/clark/css/flaticon.css)
14:13:20	4324/4324	---M--	200	added ('OK')	font/woff	etag:%225ddd06cc-10e4%22	https://technext.github.io/clark/fonts/flaticon/font/Flaticon.woff	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/flaticon/font/Flaticon.woff	(from https://technext.github.io/clark/css/flaticon.css)
14:13:21	6412/6412	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ddd06cc-190c%22	https://technext.github.io/clark/fonts/flaticon/font/Flaticon.ttf	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/flaticon/font/Flaticon.ttf	(from https://technext.github.io/clark/css/flaticon.css)
14:13:21	37477/37477	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ddd06cc-9265%22	https://technext.github.io/clark/fonts/flaticon/font/Flaticon.svg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/flaticon/font/Flaticon.svg	(from https://technext.github.io/clark/css/flaticon.css)
14:13:22	307332/307332	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ddd06cc-4b084%22	https://technext.github.io/clark/fonts/icomoon/icomoon.eot?6tt51o	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/icomoon/icomoonccfb.eot	(from https://technext.github.io/clark/css/icomoon.css)
14:13:22	307168/307168	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ddd06cc-4afe0%22	https://technext.github.io/clark/fonts/icomoon/icomoon.ttf?6tt51o	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/icomoon/icomoonccfb.ttf	(from https://technext.github.io/clark/css/icomoon.css)
14:13:22	307244/307244	---M--	200	added ('OK')	font/woff	etag:%225ddd06cc-4b02c%22	https://technext.github.io/clark/fonts/icomoon/icomoon.woff?6tt51o	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/icomoon/icomoonccfb.woff	(from https://technext.github.io/clark/css/icomoon.css)
14:13:23	935341/935341	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ddd06cc-e45ad%22	https://technext.github.io/clark/fonts/icomoon/icomoon.svg?6tt51o	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/fonts/icomoon/icomoonccfb.svg	(from https://technext.github.io/clark/css/icomoon.css)
14:13:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://technext.github.io/clark/blog.html	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/blog.html	(from https://technext.github.io/clark/single.html)
14:13:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://technext.github.io/clark/images/image_4.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/image_4.jpg	(from https://technext.github.io/clark/single.html)
14:13:24	36090/36090	---M--	200	added ('OK')	image/jpeg	etag:%225ddd06cc-8cfa%22	https://technext.github.io/clark/images/person_1.jpg	C:/Users/Dell/Desktop/ankit%20folder/ankit%20portfolio/technext.github.io/clark/images/person_1.jpg	(from https://technext.github.io/clark/single.html)
